State-County FIPS,Total Active Borrowers,Very Low Income,Low Income,Married,American Indian/Alaskan Native,Asian,Black/African American,Hawaiin Pacific Islander,White,Hispanic,Average Number of Children,Average Household Size
20145,31,15,16,7,0,0,2,0,28,2,1,2.1
20147,11,6,5,2,0,0,0,1,11,0,0.9,1.7
20149,54,23,31,25,0,1,2,0,52,1,2,3.1
20151,21,7,14,5,0,0,0,0,21,0,0.5,1.7
20153,8,2,6,4,0,0,0,0,8,1,0.7,2.3
20155,23,4,18,14,0,0,0,0,23,1,1.9,3.8
20157,7,6,1,3,0,0,0,0,7,1,1.4,2.4
20159,9,2,7,1,0,0,0,0,9,0,0.7,1.7
20161,16,9,7,5,0,0,1,0,15,3,0.8,1.6
20163,5,3,2,0,0,0,0,0,5,0,1.3,2.8
20165,6,2,4,1,0,0,0,0,6,0,1,2.2
20167,14,7,7,4,0,0,2,0,12,0,1.5,2.8
20169,1,0,1,1,0,0,0,0,1,0,1,3
20171,16,9,6,7,0,0,1,0,14,1,1.2,2.8
20173,210,100,108,88,5,3,12,0,188,28,1.7,3.3
20175,249,84,165,97,2,1,11,0,232,174,1.4,2.6
20177,28,7,21,11,0,0,1,0,26,2,3,4.5
20181,54,18,34,18,0,1,0,0,53,8,0.9,2.2
20183,8,2,6,4,0,0,0,0,8,0,1,2
20185,5,3,1,2,0,0,0,0,5,0,3,4
20189,6,3,3,2,1,0,1,0,4,0,1.3,2.8
20191,24,11,13,13,0,0,0,0,23,3,1.5,3
20193,40,16,24,9,0,0,0,0,39,3,0.8,2
20195,6,3,3,2,0,0,0,0,6,0,1.2,2
20197,7,2,5,4,0,0,0,0,7,1,1.7,3.2
20199,4,2,2,1,0,0,0,0,4,1,0.3,1
20201,4,1,3,4,0,0,0,0,4,0,0,2
20203,9,4,5,3,0,0,0,0,9,1,0.9,2
20205,28,11,16,13,2,0,0,0,26,0,1.6,3
20207,11,8,3,4,0,0,0,0,10,0,0.3,1.6
20209,6,6,0,0,0,0,1,0,5,1,1.6,2.6
21001,28,9,19,13,0,0,1,0,27,0,1.1,2.3
21003,138,83,55,40,1,0,3,0,130,1,0.8,2.1
21005,248,84,163,50,0,0,4,0,231,1,0.8,2.1
21007,32,16,15,11,0,0,4,0,26,0,0.4,1.3
21009,44,15,29,13,0,0,1,0,43,0,1,2.3
21011,51,35,16,17,0,0,4,0,46,0,1,2.4
21013,47,31,16,21,0,0,1,0,46,0,1.9,3.4
21015,113,37,77,37,0,0,0,0,113,1,1.3,2.7
21017,90,40,50,28,1,1,13,0,74,3,1,2.4
21019,72,23,50,31,1,0,2,0,68,1,1.2,2.6
21021,31,10,20,12,0,0,3,0,27,3,1.3,2.6
21023,14,4,10,9,0,0,0,0,14,1,2.3,3.5
21025,29,20,9,12,0,0,0,0,26,0,1.7,3.2
21027,84,38,45,34,0,0,2,0,80,0,1,2.4
21029,143,90,53,25,1,0,2,1,139,2,1,2
21031,45,15,29,16,0,0,2,0,43,0,0.7,2.1
21033,37,15,21,11,0,0,6,0,30,0,0.4,1.6
21035,43,16,27,17,0,0,3,0,39,0,0.8,2.4
21037,32,11,20,12,0,0,0,0,32,1,1.2,2.5
21039,16,2,14,5,0,0,0,0,16,0,1.6,3.2
21041,28,7,19,8,1,0,1,0,26,0,1.2,2.2
21043,207,82,124,91,0,0,0,1,198,0,0.8,2.1
21045,13,9,4,3,0,0,0,0,12,0,1.7,2.7
21047,33,19,14,11,0,0,8,0,25,0,1.6,3.1
21049,54,30,24,21,1,0,1,0,53,0,1.1,2.4
21051,155,67,85,75,0,0,7,0,136,2,1.3,2.5
21053,22,11,11,14,0,0,0,0,22,0,1,3
21055,14,8,6,3,0,0,0,0,14,0,1,2.1
21057,30,7,22,10,0,0,5,0,24,0,0.8,1.8
21059,243,93,147,42,0,0,5,0,234,5,1.2,2.3
21061,28,13,15,10,0,0,0,0,27,0,1,2.3
21063,23,13,10,6,0,0,0,0,22,0,0.5,1.9
21065,76,39,36,35,0,0,0,0,73,0,0.5,1.4
21067,15,5,10,6,0,0,1,0,11,0,0.9,2.4
21069,62,30,32,22,0,0,2,1,57,0,0.9,2.1
21071,87,30,56,47,0,0,1,0,81,0,1.3,2.8
21073,32,7,25,11,0,1,5,0,25,0,0.8,2
21075,82,22,57,25,0,1,40,0,38,0,0.5,1.5
21077,31,13,18,18,0,0,2,0,28,1,1.8,3.1
21079,43,20,23,13,0,1,3,0,36,0,0.8,2
21081,74,21,53,30,0,0,1,0,72,0,1.6,3.1
21083,180,54,126,54,1,1,30,0,148,3,1.2,2.4
21085,163,74,89,58,1,0,1,0,160,0,1,2.3
21087,6,3,3,3,0,0,1,0,5,0,2,3
21089,107,46,60,56,0,0,0,0,103,0,1.1,2.3
21091,5,4,1,3,0,0,0,0,4,0,1.7,3.3
21093,49,24,25,10,0,0,6,0,44,1,1.1,2.3
21095,36,19,17,14,0,0,1,0,34,1,0.8,2.5
21097,66,14,50,29,0,0,1,0,63,1,1.3,2.8
21099,34,8,25,10,0,0,7,0,27,0,0.3,1.2
21101,15,8,7,9,0,0,0,0,14,0,1.2,3
21103,90,46,44,25,0,0,9,0,80,4,1.1,2.3
21105,24,4,20,5,0,0,8,0,16,1,1.2,2.5
21107,249,101,147,61,0,1,75,0,169,0,1.2,2.4
21109,119,60,58,57,0,0,0,0,115,1,0.5,1.7
21111,11,5,6,0,1,0,2,0,8,0,0.6,1.7
21113,270,101,161,85,1,2,13,0,245,3,1,2.3
21115,48,14,33,32,0,0,0,0,47,0,1.3,3.2
21117,72,27,44,26,0,0,2,0,70,1,1.5,3
21119,24,10,14,15,0,0,1,0,23,1,0.7,2.1
21121,52,33,18,12,0,0,1,0,45,2,1.1,2.2
21123,24,6,19,11,1,0,3,0,21,0,1.6,3.1
21125,174,85,89,64,0,0,0,0,170,2,1,2.2
21127,26,7,19,16,0,0,0,0,26,0,0.6,2.9
21129,157,68,87,74,0,0,0,0,150,1,0.8,2.1
21131,45,22,23,22,0,0,0,0,45,1,1.6,2.9
21133,42,15,27,19,0,0,0,0,41,1,1,2.5
21135,154,81,69,66,0,0,0,0,150,1,1,2.5
21137,61,23,38,24,0,0,2,0,57,0,0.8,1.6
21139,49,23,26,12,0,0,0,0,47,1,1.1,2.2
21141,90,56,34,30,0,0,9,0,81,2,1.1,2.5
21143,21,13,8,6,0,0,1,0,19,0,0.6,1.9
21145,101,43,58,27,0,0,3,0,93,0,1.5,2.8
21147,75,41,35,29,1,0,0,0,69,0,1,2.1
21149,19,9,9,4,0,0,0,0,18,0,1.3,2.3
21151,172,74,97,59,2,2,13,0,153,2,1,2.4
21153,49,22,27,30,0,0,0,0,46,0,1.4,2.4
21155,73,30,43,16,1,1,8,1,64,2,1.1,2.1
21157,45,19,26,12,0,0,1,0,44,0,1.1,2.3
21159,8,0,8,6,0,0,0,0,8,0,0.7,2
21161,55,22,33,21,0,1,11,0,42,0,1.1,2.4
21163,10,3,7,2,0,0,1,0,9,0,1.8,3.1
21165,60,24,36,26,0,0,0,0,60,1,1.3,2.8
21167,23,7,16,13,0,0,2,0,21,0,1,2.2
21169,8,3,5,1,0,0,1,0,7,0,1,2
21171,21,10,10,6,0,0,1,0,19,0,0.5,1.8
21173,138,64,74,46,0,0,4,0,125,3,0.9,2.4
21175,102,54,48,45,1,0,0,0,95,1,1.3,2.8
21177,92,47,44,34,1,0,10,0,78,2,1.5,2.8
21179,164,96,68,29,1,0,12,0,147,2,1,2
21181,24,13,11,8,0,0,0,0,23,0,1.2,2.6
21183,47,25,22,17,0,0,1,0,44,0,1.1,2.5
21185,99,34,65,20,1,1,9,1,86,1,1.1,2.2
21187,49,19,30,26,0,1,3,0,45,1,0.8,2.3
21189,100,51,49,55,0,0,1,0,95,0,0.7,2.1
21191,28,11,17,8,0,0,0,0,28,0,1.3,2.6
21193,154,94,60,38,0,0,8,0,141,1,0.9,2.2
21195,29,4,25,16,0,0,0,0,28,0,1.7,3.2
21197,119,55,64,47,1,0,1,0,110,0,1,2.3
21199,90,42,48,29,0,0,3,0,84,2,1,2.3
21201,5,1,4,4,0,0,0,0,4,0,2,4
21203,49,25,24,16,0,0,0,0,45,1,0.9,1.8
21205,149,70,77,43,0,0,2,1,142,0,0.9,2.2
21207,15,5,10,5,0,0,0,0,14,0,1.3,2.4
21209,142,56,85,43,0,0,22,0,115,3,1,2.4
21211,111,50,60,38,0,0,15,0,96,5,1,2.1
21213,30,12,18,3,0,0,3,0,27,0,0.9,2.1
21215,21,11,10,6,0,0,0,0,20,0,1.3,2.3
21217,78,27,51,23,0,0,7,0,67,1,0.8,2.1
21219,86,43,43,31,2,0,18,0,66,0,0.9,2.4
21221,37,16,22,8,0,0,11,0,24,1,0.9,1.9
21223,17,5,12,3,0,0,0,0,17,0,2.1,3.3
21225,13,5,8,2,0,0,4,0,8,0,1,2.5
21227,119,56,63,18,2,0,11,0,107,5,1.2,2.4
21229,19,9,10,10,0,0,5,0,14,0,2,3.2
21231,112,40,73,41,1,0,1,0,109,7,0.9,2.3
21233,22,12,9,6,2,0,4,0,15,0,0.8,2
21235,58,24,34,22,0,0,0,0,57,1,1.5,2.8
21237,62,29,33,29,0,0,0,0,61,1,1.3,2.8
21239,50,16,34,18,0,0,8,1,40,1,0.9,2.1
22001,149,57,92,37,1,0,72,0,68,0,1,2.4
22003,69,17,51,21,0,0,21,0,43,0,0.5,1
22005,155,75,79,33,0,0,116,0,36,1,1.4,2.6
22007,10,1,8,2,0,0,8,0,2,0,2,3
22009,315,136,177,66,1,0,184,0,118,0,1.3,2.5
22011,40,18,22,9,2,0,19,0,17,3,1.3,2.3
22013,33,17,16,4,1,0,26,0,3,0,1.9,3.1
22015,92,23,69,17,0,0,45,0,46,1,1.1,2.3
22017,132,27,102,41,0,1,46,0,81,1,1.1,2.4
22019,161,70,90,39,0,0,95,0,63,2,1.5,2.7
22021,19,7,12,6,0,0,8,0,11,2,0,1
22023,5,1,4,1,0,0,0,0,5,0,2.3,4
22025,80,48,32,17,1,0,54,0,23,0,1.1,2.3
22027,17,5,10,3,0,0,12,0,4,0,1,2.5
22029,229,133,95,34,1,0,177,0,45,0,1.7,2.8
22031,67,28,37,12,0,2,56,0,9,0,1.1,2.3
22033,107,32,74,15,1,0,84,0,20,0,1.1,2.3
22035,49,11,38,20,0,0,33,0,14,1,1.8,3.5
22037,34,9,25,10,0,0,23,0,10,0,0.3,1
22039,103,33,70,36,0,0,63,0,37,0,1,2.1
22041,242,147,95,46,0,0,194,0,39,1,1.3,2.4
22043,59,17,42,17,0,0,12,0,43,2,1.5,2.8
22045,101,45,56,20,0,2,62,0,35,0,1.1,2
22047,48,14,34,15,0,0,44,0,4,0,0.4,1.4
22049,44,19,25,14,2,0,25,0,16,0,1.1,2.4
22051,56,14,42,14,1,1,29,1,25,4,1,2.2
22053,125,46,79,36,0,0,47,0,75,0,0.9,2.1
22055,242,72,169,48,1,4,130,0,98,7,1.2,2.4
22057,75,32,40,16,1,0,44,0,28,0,1.3,2.5
22059,37,22,15,11,0,0,14,0,19,0,0.6,1.8
22061,102,38,65,21,0,0,67,0,35,0,0.9,2.1
22063,117,41,75,18,1,0,12,0,106,2,1,2
22065,48,17,31,9,0,0,42,0,4,0,1.2,2.6
22067,130,45,85,26,2,0,95,0,32,0,0.9,2.1
22069,157,57,100,27,0,0,112,0,41,2,1.4,2.6
22071,1,1,0,0,0,0,1,0,0,0,2,3
22073,342,136,206,87,0,0,170,0,163,3,1.5,2.7
22075,7,1,6,2,0,0,2,0,5,0,1,2
22077,85,25,58,24,0,0,66,0,13,0,0.9,1.8
22079,249,85,164,52,1,0,104,0,134,3,1.2,2.3
22081,41,16,25,6,0,0,30,0,10,0,1.2,2.7
22083,134,65,69,26,0,0,101,0,26,0,1.1,2.2
22085,13,6,7,3,0,1,4,0,8,0,0.9,1.6
22087,107,23,85,38,0,1,23,0,80,5,1,2.1
22089,110,33,76,22,0,0,85,0,23,1,1.2,2.6
22091,13,6,7,4,0,0,10,0,1,0,4,5
22093,34,12,22,3,0,0,25,0,5,0,1.2,2
22095,291,101,187,51,1,1,212,2,74,20,1.4,2.5
22097,235,93,141,56,1,0,165,0,61,1,1,2.1
22099,184,59,124,38,0,0,114,0,68,0,1.9,3.1
22101,39,12,27,16,0,0,24,0,14,0,2.3,3.4
22103,265,96,167,67,4,1,64,2,194,4,1,2
22105,270,90,176,48,1,2,177,0,85,4,1.2,2.5
22107,25,7,18,4,0,0,19,0,6,0,1.1,2.2
22109,118,56,61,26,5,3,65,0,44,0,1.4,2.6
22111,87,34,53,20,0,0,59,0,28,3,1,2.1
22113,35,7,28,10,0,0,9,0,24,0,1.3,2.5
22115,101,44,57,23,2,0,46,0,50,5,1.2,2.4
22117,94,25,67,30,0,0,60,0,32,0,1.1,2.2
22119,95,42,53,15,0,0,67,0,27,1,1.4,2.3
22121,35,8,27,6,1,0,28,0,6,0,0.8,1.8
22123,88,37,50,35,0,0,23,0,60,1,1,2.2
22125,22,10,12,3,0,0,18,0,3,0,0,0
22127,53,12,41,20,1,0,31,0,16,0,0.8,2
23001,286,103,181,86,0,4,5,0,274,11,1.5,2.9
23003,295,104,192,136,5,0,3,0,290,2,1.3,2.8
23005,806,296,504,281,6,16,34,3,738,9,1.3,2.7
23007,124,40,84,51,0,0,0,0,121,0,1.4,2.8
23009,101,33,67,47,2,0,1,0,98,1,1.3,2.7
23011,273,100,172,106,2,0,3,0,268,3,1.7,3.2
23013,234,67,166,91,2,0,0,0,224,5,1.1,2.3
23015,189,53,140,80,2,0,0,0,191,0,1,2.2
23017,316,135,180,113,4,2,0,0,310,3,1.3,2.9
23019,504,167,332,202,7,1,3,2,487,5,1.3,2.6
23021,133,44,91,53,4,2,2,0,131,1,0.8,2.2
23023,120,42,78,52,1,0,1,0,117,1,1,2.4
23025,114,42,70,45,2,0,1,0,111,0,1.3,2.6
23027,139,53,85,55,2,0,2,0,133,0,1.6,3
23029,154,50,104,76,4,0,1,0,149,0,1.3,2.8
23031,692,225,466,248,7,8,7,0,673,5,1.4,2.8
24001,30,9,21,16,0,0,1,0,29,0,1,2.4
24003,11,2,9,2,0,0,2,0,8,0,1.5,2.8
24005,7,3,4,3,0,0,2,0,5,1,0.8,2.8
24009,111,54,57,34,1,0,66,0,43,1,1.2,2.5
24011,125,50,75,24,1,0,44,1,74,3,1.1,2.4
24013,142,53,89,36,0,1,16,0,126,8,1,2.3
24015,216,86,131,57,2,1,28,0,187,3,1.3,2.6
24017,98,64,34,21,5,1,70,0,21,0,1.2,2.5
24019,61,28,33,6,1,0,39,0,20,0,1.1,2.2
24021,173,105,68,49,1,1,21,1,147,4,1,2.3
24023,69,29,40,40,0,0,0,0,66,0,1,2.3
24025,57,6,51,13,0,0,17,0,40,0,1.6,2.9
24029,113,34,79,22,0,0,50,0,58,1,0.8,1.8
24031,4,4,0,2,0,0,1,0,3,1,1.8,3
24033,9,3,6,3,0,1,6,0,2,0,1.6,3
24035,63,19,44,13,0,0,16,0,45,1,1,2.2
24037,90,39,51,29,0,2,40,0,46,2,1.4,2.7
24039,68,20,48,14,0,1,41,0,18,1,1.3,2.5
24041,76,30,46,22,0,0,32,1,43,4,1,2.3
24043,169,62,107,59,1,0,15,2,151,5,1.4,2.8
24045,113,38,75,28,1,1,45,0,55,2,1.4,2.6
24047,104,38,66,14,0,0,64,0,22,0,1.6,2.7
25001,246,66,180,93,5,2,17,0,225,8,1.4,2.9
25003,94,20,73,38,1,0,3,0,90,4,1.5,2.8
25005,58,16,42,28,1,2,7,0,48,2,1.7,3.3
25007,4,1,3,1,0,0,0,0,4,0,1,3
25009,11,2,9,5,0,0,0,0,11,0,1.7,3
25011,240,86,153,103,0,5,3,0,225,7,1.4,2.9
25013,139,48,91,64,0,0,1,0,133,8,1.8,3.4
25015,109,28,81,47,2,2,3,0,102,5,1.7,3.3
25017,32,10,22,15,0,0,2,0,29,0,1,2.4
25021,16,6,10,9,0,0,1,0,15,1,1.8,3.1
25023,214,90,123,83,2,1,11,0,198,7,1.5,2.9
25027,501,143,355,210,7,4,12,1,471,43,1.6,3
26001,33,13,20,16,0,0,0,0,33,0,1.1,2.6
26003,21,8,13,8,2,0,0,0,20,0,1.4,2.9
26005,107,56,51,36,5,0,1,1,102,3,1.1,2.4
26007,142,66,75,50,2,0,0,0,138,1,1.2,2.4
26009,73,21,51,22,2,0,2,1,65,0,1.5,2.6
26011,38,19,19,10,1,1,0,0,37,0,1,2.3
26013,42,17,24,7,28,0,0,0,15,0,0.8,2
26015,124,54,69,39,2,0,2,0,120,1,1.1,2.5
26017,46,24,22,16,0,0,1,0,46,2,1.3,2.7
26019,38,10,28,11,1,0,0,0,37,1,1,2.2
26021,92,30,61,33,1,0,14,0,76,5,1.6,2.9
26023,35,10,25,11,2,0,1,0,32,0,1.1,2.7
26025,39,19,20,15,0,1,3,0,35,2,1.6,3.1
26027,81,30,51,29,5,0,14,0,60,2,0.9,2.3
26029,25,9,16,8,2,0,0,0,22,0,1.5,2.9
26031,57,22,35,16,5,1,1,0,50,0,1,2.5
26033,190,58,130,48,62,0,3,0,127,2,1,2.5
26035,100,48,51,32,3,0,0,0,95,3,1,2.5
26037,45,17,28,19,0,0,1,0,43,2,1.3,2.6
26039,68,18,48,21,0,0,0,0,67,2,0.6,2
26041,98,41,56,40,3,0,0,0,95,0,1.2,2.6
26043,50,24,26,14,3,1,0,0,46,0,1,2.4
26045,132,69,62,35,5,0,5,0,125,4,1.2,2.4
26047,102,33,69,37,10,1,1,1,88,3,1.2,2.6
26049,237,114,121,67,4,1,18,0,214,8,1.1,2.4
26051,78,47,31,28,0,1,0,0,74,1,1.1,2.5
26053,75,34,41,27,3,0,2,1,70,2,0.8,2.3
26055,301,138,164,94,7,2,2,2,288,4,1.3,2.8
26057,29,10,19,8,0,0,0,1,27,4,1.1,2.4
26059,30,13,17,4,3,0,0,0,27,0,0.8,1.7
26061,104,55,49,39,3,0,2,1,98,0,1.3,2.6
26063,46,21,24,16,0,0,0,0,44,0,0.8,2.2
26065,54,21,33,17,0,1,1,0,52,3,1.4,2.7
26067,57,27,30,18,0,1,0,0,56,3,1.3,2.7
26069,128,48,79,35,1,0,2,0,123,2,1.2,2.5
26071,34,17,17,9,0,1,2,0,32,0,1.2,2.6
26073,99,28,70,40,1,0,1,0,93,4,1.2,2.6
26075,64,30,34,16,1,0,2,0,62,2,0.8,2
26077,97,39,57,28,1,1,10,2,83,1,1.3,2.7
26079,30,6,24,11,1,0,1,1,30,0,1.5,2.5
26081,126,48,77,49,3,0,6,0,113,2,1.4,2.8
26083,13,9,4,3,2,0,0,0,11,0,0.9,2.1
26085,44,26,15,10,2,0,11,0,30,3,0.2,0.7
26087,111,53,55,33,1,1,1,1,107,13,1.3,2.6
26089,25,9,16,8,2,0,1,0,22,0,1.2,2.4
26091,176,89,86,59,1,2,0,0,171,12,1.2,2.2
26093,215,111,104,66,11,1,0,1,208,8,1.3,2.7
26095,8,5,3,2,1,0,0,0,7,0,2,3.4
26097,32,11,21,13,10,0,0,1,21,0,1.3,2.8
26099,27,8,19,14,0,1,3,0,23,0,1.5,3.4
26101,30,12,18,9,2,0,0,0,29,0,1.6,2.9
26103,89,34,53,26,8,0,0,0,82,1,1.1,2.5
26105,45,19,26,16,1,0,1,0,44,4,1.5,2.7
26107,60,31,29,14,0,0,3,0,54,1,1.3,2.7
26109,27,12,13,7,0,0,1,0,27,0,1,2
26111,99,49,50,47,1,0,1,0,98,2,1.1,2.7
26113,9,3,6,5,0,0,0,0,9,0,0,2.5
26115,45,25,19,15,0,0,0,0,45,0,1.4,2.6
26117,65,24,41,20,1,0,0,0,63,4,1.2,2.8
26119,25,18,7,7,0,0,0,0,25,0,0.8,2.2
26121,118,54,64,45,5,0,3,0,110,7,1.2,2.6
26123,80,48,32,22,1,1,2,0,74,2,1.3,2.6
26125,101,34,67,37,0,0,3,0,96,3,1,2
26127,62,37,25,25,1,0,0,0,61,9,1.2,2.5
26129,88,40,46,32,0,1,2,1,83,1,1.1,2.7
26131,19,11,8,6,0,0,0,0,19,0,0.7,1.9
26133,23,9,14,7,1,0,0,0,21,0,1.4,2.6
26135,50,22,27,9,2,0,1,0,46,1,0.9,2
26137,70,26,42,20,0,1,0,0,67,0,0.8,2
26139,91,40,51,42,1,0,1,0,88,11,1.5,3
26141,37,17,19,8,1,0,0,0,37,0,1.2,2.6
26143,75,33,42,22,1,1,0,1,70,1,0.8,2.1
26145,72,31,41,27,0,0,2,0,68,0,1.3,2.8
26147,45,19,26,14,2,0,0,0,44,2,1.5,2.8
26149,91,39,52,28,1,0,9,0,82,4,1,2.3
26151,74,32,42,32,0,0,0,0,74,4,1,2.4
26153,23,15,8,3,2,0,0,0,21,0,0.4,1.8
26155,101,54,46,37,0,0,0,0,101,3,1,2.4
26157,122,56,66,37,1,0,0,0,120,4,1.3,2.7
26159,147,69,78,46,1,0,16,0,128,14,1.2,2.6
26161,79,40,39,32,0,2,15,0,64,2,1.5,3
26163,11,7,4,6,0,0,1,0,10,0,1.1,2.7
26165,59,28,31,24,1,0,1,0,53,2,1,2.4
27001,13,6,7,3,0,0,1,0,13,0,1.3,2.5
27003,21,9,12,11,0,1,1,0,18,0,0,1.2
27005,49,15,34,12,4,0,0,0,44,0,1.4,2.8
27007,106,36,69,31,7,0,2,0,99,2,1.5,2.8
27009,19,6,13,7,0,0,1,0,18,0,1.5,2.9
27013,7,1,6,2,0,0,0,0,7,0,1.2,2.5
27015,24,8,16,4,0,0,0,0,24,2,1.1,2.4
27017,83,40,43,20,4,2,0,0,78,2,1.4,2.7
27019,4,1,3,1,0,0,0,0,4,0,0.3,1.5
27021,22,14,8,7,2,0,0,1,20,0,1.5,3.1
27023,19,8,11,4,0,0,0,0,19,1,1,2.6
27025,113,46,67,33,0,5,0,0,105,1,0.8,1.9
27027,15,10,5,7,0,0,0,0,15,2,2.9,4.7
27029,10,3,7,1,2,0,0,0,7,0,1.6,2.7
27031,8,2,6,4,0,0,0,0,8,1,1.8,3.3
27033,2,1,1,1,0,0,0,0,2,0,1,2.5
27035,138,62,76,29,0,1,1,0,134,3,1.5,2.8
27037,3,1,2,2,0,0,1,0,2,0,1.7,3.3
27039,19,12,7,6,0,0,0,0,18,0,1.1,2.3
27041,85,37,48,23,2,0,2,0,81,4,1.6,3
27043,4,1,3,1,0,0,0,0,4,1,1.5,2.5
27045,16,8,8,6,0,0,0,0,14,0,1.2,2.3
27047,11,6,5,3,0,0,0,0,11,1,0,1.5
27049,35,14,21,11,0,0,1,0,34,2,1.7,3.1
27051,10,5,5,4,0,0,0,0,10,0,1.6,3.4
27053,1,1,0,0,0,0,0,0,1,0,0,1
27055,12,3,9,3,0,0,0,0,12,0,1.6,3.1
27057,31,19,12,8,1,0,0,1,29,1,1.3,2.6
27059,117,64,52,29,1,1,1,0,115,0,1.5,2.7
27061,78,37,41,20,0,0,0,0,77,1,1.2,2.5
27063,11,8,3,3,0,0,0,0,11,0,1,2.4
27065,18,10,8,2,0,0,0,0,17,0,1.4,2.6
27067,191,87,101,53,1,3,2,0,182,39,1.6,3
27069,4,0,4,3,0,0,0,0,4,0,1,3
27071,31,19,11,9,1,0,1,0,29,0,1.1,2.4
27073,3,0,3,1,0,0,0,0,3,0,0.3,1
27075,21,14,7,4,1,1,0,1,19,1,1.8,3.1
27077,4,1,3,1,0,0,0,0,4,0,0.5,2
27079,19,8,11,8,0,0,2,0,17,3,1.3,2.6
27081,6,3,3,4,0,0,0,0,6,0,1.8,3.6
27083,92,35,57,28,1,7,2,1,83,15,1.4,2.7
27085,24,13,11,4,1,0,0,0,23,0,1.3,2.5
27087,3,1,2,1,1,0,0,0,2,0,1,2
27089,7,6,1,1,0,0,0,0,7,0,2.2,3.3
27091,14,4,10,5,0,0,0,0,14,0,2.3,3.7
27093,29,14,13,8,0,0,0,0,28,0,1.4,2.7
27095,36,14,22,10,1,0,0,0,34,0,1.8,3.2
27097,30,10,20,6,0,0,0,0,29,0,0.6,2
27099,6,2,4,2,0,1,0,0,5,0,1.8,3.4
27101,6,1,5,1,0,0,0,0,6,1,1.3,2.7
27103,11,4,7,3,0,0,0,0,11,1,1.5,2.8
27105,120,41,79,38,1,20,5,1,89,37,1.9,3.5
27107,3,2,1,1,0,0,0,0,3,0,0.5,2.5
27109,41,23,18,8,0,2,0,0,39,0,1.3,2.5
27111,44,20,24,13,2,0,0,0,41,3,1.1,2.5
27113,30,13,17,9,0,0,0,1,29,0,1.7,3.1
27115,54,28,26,5,1,0,0,0,53,1,1.4,2.7
27117,10,7,3,1,0,1,0,0,9,0,0.8,2
27119,27,10,17,11,0,0,0,0,27,1,1.5,2.7
27121,12,7,5,3,0,0,0,0,12,0,1,2.5
27125,2,1,1,1,0,0,0,0,2,0,2.5,4.5
27127,23,12,10,1,0,0,0,0,22,2,0.7,1.7
27129,24,15,9,4,1,0,0,1,22,2,1.5,2.9
27131,94,43,51,20,2,3,5,0,86,5,1.6,2.9
27133,7,3,4,0,0,0,0,0,7,0,2,3
27135,17,7,9,8,0,4,0,0,12,1,2,3.3
27137,85,44,41,13,2,0,0,0,84,0,1.1,2.5
27139,23,15,8,6,0,1,0,0,22,0,1.5,2.8
27141,54,26,28,10,1,0,0,0,53,1,1.2,2.4
27143,3,2,1,1,0,0,0,0,3,0,0.7,1.7
27145,54,31,22,9,1,0,1,0,53,0,1.2,2.4
27147,79,38,40,21,0,0,6,0,73,8,1.9,3.3
27149,2,1,1,2,0,0,0,0,2,0,0.5,1.5
27151,9,4,5,0,0,0,0,0,9,0,0.5,1.5
27153,19,13,6,3,0,0,0,0,18,2,1.3,2.6
27155,1,0,1,0,0,0,0,0,1,0,0,1
27157,5,2,3,0,0,0,0,0,5,0,1.8,3.2
27159,21,14,7,3,0,0,0,0,20,0,1.5,3.1
27161,14,5,9,1,0,0,0,0,14,0,1.5,2.7
27163,1,0,1,0,0,0,0,0,1,0,,
27165,7,2,5,1,0,0,1,0,6,0,1,2
27167,7,3,4,2,0,0,0,0,7,0,1.3,3
27169,1,0,1,0,0,0,0,0,1,0,1,2
27171,101,61,40,25,2,0,0,1,100,2,1.3,2.7
27173,15,5,10,4,0,0,1,0,14,1,1.1,2.7
28001,248,68,180,39,0,0,211,0,11,1,1.3,2.5
28003,215,90,120,60,0,1,60,0,143,4,0.9,2.2
28005,86,23,63,34,0,0,50,0,26,0,0.8,1.3
28007,276,105,171,61,2,0,194,0,61,2,1.1,2.2
28009,61,26,35,18,0,0,37,0,23,0,0.7,2.1
28011,304,135,167,54,0,1,270,0,21,0,1.6,3
28013,144,49,94,25,0,0,89,0,46,1,0.8,2.1
28015,32,8,24,11,0,0,22,0,8,0,1,2.5
28017,158,48,109,35,0,0,92,0,55,2,1.2,2.4
28019,178,50,127,54,0,0,131,0,38,0,1,2.1
28021,134,26,106,30,0,0,118,0,5,0,1.4,2.7
28023,141,49,92,31,0,0,58,0,72,0,0.5,1.7
28025,419,160,259,85,1,0,351,0,38,0,1.1,2.3
28027,177,54,124,48,0,0,158,0,10,0,1.4,2.9
28029,324,104,218,66,1,2,250,0,44,1,1.1,2.3
28031,188,58,126,44,1,0,107,0,64,0,0.7,1.5
28033,442,147,291,131,1,1,185,0,229,0,1.2,2.4
28035,177,40,136,35,0,0,125,0,43,1,1.3,2.6
28037,96,19,76,41,0,0,52,0,32,0,0,0
28039,53,10,41,22,0,0,13,0,38,0,0.9,2.4
28041,34,13,21,10,0,0,14,0,18,0,1,3
28043,314,128,181,48,0,0,226,1,80,1,1.1,2.5
28045,75,13,62,19,0,0,28,0,41,0,1.2,2.4
28047,89,25,64,22,0,0,23,0,61,1,1.7,3.1
28049,198,74,125,35,2,0,157,0,21,1,1.5,2.6
28051,220,113,107,43,1,0,186,0,13,5,1.5,2.5
